,Game Result,Game Mode,Time Length,MMR or Elo,Skill Rank,Relic 1,Relic 2,KDA,Ranked,Level,Total_Gold,Class,God,Gold Per Minute,Damage Dealt,In Hand Damage Dealt,Damage Taken,Damage Mitigated,Team Healing,Self Healing,Structure Damage,Wards,Distance Traveled,Kills,Deaths,Assists
238,0,Conquest,28,-17,-46 ,Aegis,Beads,"
1.21 
",1,20,"14902
",Hunter,Medusa,532,887.2857142857143,555.8571428571429,721.5357142857143,324.2857142857143,0,144.25,108.0,0.2857142857142857,17551.89285714286,0.21428571428571427,0.25,0.17857142857142858
239,1,Conquest,43,16,24 ,Aegis,Beads,"
2 
",1,20,"23302
",Mage,Ra,542,713.2093023255813,63.72093023255814,645.1162790697674,412.13953488372096,15073,265.83720930232556,85.20930232558139,0.2558139534883721,20569.767441860466,0.16279069767441862,0.13953488372093023,0.23255813953488372
240,0,Conquest,43,-17,-40 ,Beads,Blink,"
1.86 
",1,20,"21215
",Mage,Nox,493,694.6046511627907,51.81395348837209,498.7674418604651,179.02325581395348,0,53.76744186046512,20.813953488372093,0.23255813953488372,19547.976744186046,0.16279069767441862,0.16279069767441862,0.27906976744186046
241,1,Conquest,18,17,12 ,Aegis,Beads,"
8.5 
",1,17,"11646
",Mage,Isis,647,513.2222222222222,91.27777777777777,353.22222222222223,126.0,2130,156.22222222222223,122.05555555555556,0.2777777777777778,17911.0,0.2777777777777778,0.05555555555555555,0.3888888888888889
242,1,Conquest,26,8,38 ,Beads,Blink,"
4 
",0,20,"16304
",Assassin,Camazotz,627,1143.576923076923,376.5769230769231,1066.8076923076924,590.0769230769231,0,641.6538461538462,74.34615384615384,0.11538461538461539,21009.884615384617,0.5769230769230769,0.19230769230769232,0.38461538461538464
243,1,Conquest,27,17,37 ,Beads,Blink,"
3.63 
",1,20,"16370
",Mage,He Bo,606,1123.851851851852,73.92592592592592,646.7407407407408,259.962962962963,0,198.14814814814815,78.33333333333333,0.2962962962962963,17842.37037037037,0.37037037037037035,0.14814814814814814,0.3333333333333333
244,1,Conquest,28,17,28 ,Aegis,Beads,"
8 
",1,20,"17017
",Mage,Kukulkan,608,1268.0,130.85714285714286,427.7857142857143,208.39285714285714,0,75.35714285714286,159.03571428571428,0.25,19919.535714285714,0.35714285714285715,0.07142857142857142,0.42857142857142855
245,1,Conquest,22,17,101 ,Beads,Blink,"
17 
",1,20,"14804
",Assassin,Thanatos,673,759.1818181818181,285.72727272727275,631.8181818181819,304.77272727272725,0,789.5454545454545,37.81818181818182,0.22727272727272727,25196.090909090908,0.6363636363636364,0.0,0.2727272727272727
246,1,Conquest,21,15,104 ,Aegis,Beads,"
5.75 
",1,20,"13330
",Hunter,Cupid,635,1159.047619047619,579.6190476190476,705.3333333333334,256.76190476190476,1168,326.3333333333333,193.76190476190476,0.38095238095238093,17286.809523809523,0.3333333333333333,0.09523809523809523,0.42857142857142855
247,0,Conquest,26,-15,-38 ,Aegis,Beads,"
2.38 
",1,20,"14126
",Mage,Raijin,543,720.5769230769231,95.76923076923077,716.5769230769231,253.03846153846155,0,165.42307692307693,26.23076923076923,0.2692307692307692,16761.384615384617,0.2692307692307692,0.15384615384615385,0.19230769230769232
248,1,Conquest,28,9,79 ,Beads,Blink,"
13.67 
",0,20,"21319
",Assassin,Camazotz,761,1657.1785714285713,649.9642857142857,1500.9642857142858,621.0,0,1154.0,244.03571428571428,0.17857142857142858,22922.285714285714,1.2857142857142858,0.10714285714285714,0.35714285714285715
249,0,Conquest,44,-16,-95 ,Shell,Heavenly,"
1.54 
",0,20,"20791
",Guardian,Athena,473,636.7045454545455,257.02272727272725,989.3409090909091,1263.409090909091,0,38.29545454545455,2.3636363636363638,0.20454545454545456,19467.136363636364,0.1590909090909091,0.2727272727272727,0.5227272727272727
250,1,Conquest,44,6,64 ,Heavenly,Blink,"
4 
",0,20,"25382
",Assassin,Ne Zha,577,1012.9545454545455,321.27272727272725,1390.6136363636363,2191.159090909091,0,563.5454545454545,80.97727272727273,0.29545454545454547,19936.886363636364,0.25,0.13636363636363635,0.5909090909090909
251,1,Conquest,10,5,26 ,Unchosen,Beads,"
9.5 
",0,12,"7061
",Mage,Zeus,706,696.6,248.4,542.1,135.7,0,234.5,70.4,0.4,16232.0,0.8,0.1,0.3
252,1,Conquest,10,5,26 ,Unchosen,Beads,"
9.5 
",0,12,"7061
",Mage,Zeus,640,2283.5,343.9,1312.1,792.0,0,825.7,144.3,0.4,43645.7,0.8,0.1,0.3
253,1,Conquest,24,16,41 ,Aegis,Beads,"
9.5 
",1,20,"15353
",Mage,Zeus,706,290.25,103.5,225.875,56.541666666666664,0,97.70833333333333,29.333333333333332,0.16666666666666666,6763.333333333333,0.3333333333333333,0.041666666666666664,0.125
254,1,Conquest,24,16,41 ,Aegis,Beads,"
9.5 
",1,20,"15353
",Mage,Zeus,640,951.4583333333334,143.29166666666666,546.7083333333334,330.0,0,344.0416666666667,60.125,0.16666666666666666,18185.708333333332,0.3333333333333333,0.041666666666666664,0.125
255,0,Conquest,34,-14,-60 ,Beads,Blink,"
2.39 
",0,20,"20195
",Guardian,Artio,594,1095.2941176470588,116.5,1356.5,481.94117647058823,2122,417.55882352941177,15.352941176470589,0.29411764705882354,22247.0,0.5,0.2647058823529412,0.2647058823529412
256,1,Conquest,22,6,63 ,Heavenly,Blink,"
31 
",0,20,"15569
",Assassin,Loki,708,1129.909090909091,576.1818181818181,809.4090909090909,366.5,0,160.5,156.8181818181818,0.22727272727272727,22271.68181818182,1.0909090909090908,0.045454545454545456,0.6363636363636364
257,1,Conquest,27,15,33 ,Aegis,Beads,"
4 
",1,20,"14816
",Mage,Agni,549,973.5185185185185,71.77777777777777,541.074074074074,211.66666666666666,0,196.8148148148148,67.92592592592592,0.3333333333333333,17711.14814814815,0.2962962962962963,0.1111111111111111,0.2962962962962963
258,1,Conquest,20,13,180 ,Beads,Blink,"
12 
",1,18,"12285
",Hunter,Neith,614,992.95,460.35,562.6,185.5,0,300.75,89.8,0.25,19266.55,0.4,0.05,0.4
259,0,Conquest,39,-16,-26 ,Aegis,Blink,"
2.08 
",1,20,"21229
",Mage,Zhong Kui,544,831.0512820512821,66.46153846153847,718.8205128205128,660.1025641025641,0,264.28205128205127,85.53846153846153,0.23076923076923078,18578.76923076923,0.1794871794871795,0.15384615384615385,0.28205128205128205
260,0,Conquest,19,-15,-36 ,Aegis,Beads,"
0.5 
",1,15,"9620
",Mage,Ra,506,659.0,97.73684210526316,690.6842105263158,230.78947368421052,1644,175.94736842105263,0.0,0.21052631578947367,18736.526315789473,0.10526315789473684,0.3157894736842105,0.10526315789473684
261,1,Conquest,23,7,46 ,Teleport,Sunder,"
3.3 
",0,18,"13290
",Guardian,Cerberus,578,773.9565217391304,47.0,1123.2608695652175,1191.695652173913,0,468.4347826086956,16.08695652173913,0.043478260869565216,18528.82608695652,0.21739130434782608,0.21739130434782608,1.0
262,1,Conquest,22,10,19 ,Magic,Heavenly,"
2.9 
",0,18,"13916
",Hunter,Anhur,633,849.3636363636364,357.1818181818182,1119.5,441.8181818181818,0,76.81818181818181,28.59090909090909,0.2727272727272727,20663.954545454544,0.45454545454545453,0.22727272727272727,0.4090909090909091
263,1,Conquest,23,7,94 ,Beads,Heavenly,"
2.83 
",0,18,"15006
",Warrior,Erlang Shen,652,828.2608695652174,409.6521739130435,993.695652173913,506.39130434782606,0,267.95652173913044,8.652173913043478,0.2608695652173913,22815.17391304348,0.5217391304347826,0.2608695652173913,0.43478260869565216
264,0,Conquest,36,-11,-87 ,Blink,Sunder,"
0.79 
",0,20,"16566
",Guardian,Kumbhakarna,460,479.8333333333333,34.361111111111114,1140.4444444444443,462.1388888888889,0,72.0,0.0,0.1111111111111111,16817.666666666668,0.16666666666666666,0.3333333333333333,0.19444444444444445
265,0,Conquest,37,-13,-53 ,Beads,Blink,"
0.88 
",0,20,"16731
",Assassin,Camazotz,452,741.8378378378378,262.6216216216216,1546.5945945945946,1028.2162162162163,0,501.9189189189189,0.0,0.13513513513513514,18170.18918918919,0.1891891891891892,0.35135135135135137,0.24324324324324326
266,0,Conquest,24,-16,-18 ,Beads,Blink,"
2.63 
",1,19,"12730
",Mage,Scylla,530,723.4166666666666,86.125,507.5416666666667,159.91666666666666,0,163.25,7.875,0.20833333333333334,19477.916666666668,0.3333333333333333,0.16666666666666666,0.20833333333333334
267,0,Conquest,22,-16,-17 ,Aegis,Beads,"
0.69 
",1,17,"11247
",Mage,Zeus,511,530.1363636363636,85.81818181818181,667.7727272727273,324.1818181818182,0,126.9090909090909,0.0,0.18181818181818182,15737.863636363636,0.22727272727272727,0.36363636363636365,0.045454545454545456
268,1,Conquest,34,15,47 ,Aegis,Beads,"
4.4 
",1,20,"24392
",Mage,Poseidon,717,1351.6470588235295,233.94117647058823,577.0882352941177,233.85294117647058,0,64.05882352941177,82.47058823529412,0.29411764705882354,22324.647058823528,0.5588235294117647,0.14705882352941177,0.17647058823529413
269,1,Conquest,25,18,19 ,Beads,Blink,"
3.2 
",1,20,"15795
",Mage,Isis,632,992.08,135.84,715.44,286.8,1151,271.64,169.08,0.32,18914.72,0.36,0.2,0.56
270,1,Conquest,25,16,11 ,Aegis,Blink,"
1.25 
",1,19,"14171
",Mage,Scylla,567,894.68,92.12,764.72,272.76,0,240.24,35.64,0.16,17335.28,0.2,0.32,0.4
271,0,Conquest,35,-16,-35 ,Aegis,Beads,"
1.5 
",1,20,"18995
",Hunter,Chernobog,543,1017.8285714285714,603.2857142857143,937.2,444.3142857142857,0,213.0,137.28571428571428,0.2571428571428571,18413.77142857143,0.2,0.2,0.2
272,0,Conquest,33,-13,-78 ,Beads,Blink,"
3.3 
",0,20,"20239
",Warrior,Vamana,613,1093.6666666666667,616.1515151515151,1024.909090909091,802.7878787878788,0,264.8181818181818,73.6969696969697,0.09090909090909091,23224.81818181818,0.45454545454545453,0.15151515151515152,0.09090909090909091
273,0,Conquest,35,-17,-75 ,Shell,Heavenly,"
3 
",0,20,"15767
",Warrior,Horus,450,623.4285714285714,270.0,1287.5142857142857,1239.7142857142858,11500,462.6857142857143,32.17142857142857,0.22857142857142856,20231.428571428572,0.05714285714285714,0.11428571428571428,0.5714285714285714
274,0,Conquest,30,-15,-68 ,Sunder,Teleport,"
0.88 
",0,20,"13901
",Warrior,King Arthur,463,878.6666666666666,93.3,1181.0666666666666,1148.4666666666667,0,248.83333333333334,28.5,0.06666666666666667,17096.9,0.16666666666666666,0.26666666666666666,0.13333333333333333
275,1,Conquest,16,7,94 ,Frenzy,Sunder,"
9.5 
",0,14,"8873
",Guardian,Khepri,555,789.375,83.25,590.125,283.8125,0,15.625,0.0,0.1875,19308.8125,0.1875,0.0625,0.8125
276,1,Conquest,30,8,109 ,Beads,Blink,"
3.29 
",0,20,"20203
",Assassin,Kali,673,1281.3666666666666,809.2666666666667,1315.9,744.5,0,682.8333333333334,54.4,0.16666666666666666,20533.1,0.5666666666666667,0.23333333333333334,0.4
277,1,Conquest,24,9,34 ,Aegis,Blink,"
8.25 
",0,20,"15404
",Mage,Chang'e,642,1092.7083333333333,95.875,815.9583333333334,307.1666666666667,11812,475.625,115.75,0.16666666666666666,20735.958333333332,0.4583333333333333,0.08333333333333333,0.4583333333333333
278,1,Conquest,33,16,15 ,Aegis,Beads,"
1.89 
",1,20,"21158
",Hunter,Apollo,641,948.6969696969697,508.8181818181818,877.2424242424242,337.09090909090907,0,326.6969696969697,306.3030303030303,0.15151515151515152,20774.121212121212,0.3333333333333333,0.2727272727272727,0.36363636363636365
279,1,Conquest,26,16,68 ,Aegis,Beads,"
2 
",1,20,"14559
",Mage,Zhong Kui,560,794.6923076923077,92.42307692307692,513.8076923076923,368.2307692307692,0,179.57692307692307,136.0,0.23076923076923078,18959.26923076923,0.11538461538461539,0.15384615384615385,0.38461538461538464
280,1,Conquest,27,19,42 ,Beads,Blink,"
1.14 
",1,20,"15658
",Mage,Hades,580,648.8148148148148,69.29629629629629,842.3703703703703,567.7037037037037,2307,336.5925925925926,49.0,0.18518518518518517,17354.37037037037,0.14814814814814814,0.25925925925925924,0.2962962962962963
281,1,Conquest,19,16,41 ,Beads,Blink,"
18 
",1,19,"13667
",Hunter,Ullr,719,1436.4736842105262,596.1578947368421,700.1578947368421,288.7894736842105,0,351.36842105263156,146.21052631578948,0.2631578947368421,20650.21052631579,0.6842105263157895,0.0,0.5263157894736842
282,0,Conquest,28,-14,-79 ,Bracer,Sunder,"
0.62 
",0,19,"13027
",Warrior,King Arthur,465,595.6071428571429,105.42857142857143,1070.4642857142858,487.42857142857144,0,15.214285714285714,12.857142857142858,0.0,16686.64285714286,0.17857142857142858,0.4642857142857143,0.21428571428571427
283,0,Conquest,30,-18,-44 ,Aegis,Beads,"
0.36 
",1,20,"13651
",Hunter,Rama,455,541.1,383.9,910.0666666666667,189.26666666666668,0,143.8,43.5,0.16666666666666666,13645.3,0.13333333333333333,0.4666666666666667,0.06666666666666667
284,0,Conquest,31,-17,-15 ,Aegis,Beads,"
7.25 
",1,20,"18109
",Mage,Janus,584,867.9354838709677,85.03225806451613,629.7096774193549,217.58064516129033,0,201.83870967741936,36.096774193548384,0.2903225806451613,22484.677419354837,0.3225806451612903,0.06451612903225806,0.2903225806451613
285,1,Conquest,21,16,11 ,Aegis,Beads,"
23 
",1,20,"15306
",Hunter,Apollo,729,1603.8095238095239,1126.904761904762,900.8571428571429,429.95238095238096,0,592.3809523809524,623.9047619047619,0.09523809523809523,21001.0,0.9523809523809523,0.047619047619047616,0.2857142857142857
286,1,Conquest,27,6,45 ,Ankh,Heavenly,"
6.38 
",0,20,"17529
",Warrior,Sun Wukong,649,1032.3703703703704,210.5185185185185,1421.3703703703704,1274.7777777777778,0,657.5185185185185,40.74074074074074,0.2222222222222222,21640.666666666668,0.5925925925925926,0.14814814814814814,0.7037037037037037
287,1,Conquest,20,5,111 ,Magic,Heavenly,"
10 
",0,17,"12801
",Warrior,Horus,640,710.9,273.85,829.85,631.2,6284,353.25,4.05,0.3,20433.35,0.5,0.1,1.0
288,1,Conquest,25,8,126 ,Aegis,Beads,"
14.5 
",0,20,"17705
",Mage,Olorun,708,1665.48,910.2,1027.6,480.92,4726,720.92,339.12,0.32,19583.8,1.0,0.08,0.32
289,1,Conquest,15,6,62 ,Beads,Blink,"
3.67 
",0,15,"9634
",Warrior,Tyr,642,939.6666666666666,167.6,971.6,360.8666666666667,0,519.6666666666666,0.0,0.2,21677.933333333334,0.6666666666666666,0.2,0.13333333333333333
290,0,Conquest,19,-15,-89 ,Beads,Blink,"
1 
",0,13,"9377
",Warrior,Hercules,494,747.7894736842105,274.42105263157896,1297.3157894736842,590.3684210526316,0,383.42105263157896,0.0,0.10526315789473684,20371.315789473683,0.2631578947368421,0.3684210526315789,0.21052631578947367
291,1,Conquest,25,6,60 ,Thorns,Teleport,"
23 
",0,20,"16671
",Warrior,Sun Wukong,667,1722.72,557.4,1345.92,1602.16,0,978.2,104.56,0.12,19775.32,0.76,0.0,0.32
292,1,Conquest,24,9,28 ,Beads,Blink,"
3.5 
",0,20,"15085
",Mage,Nox,629,1124.375,67.45833333333333,696.375,218.16666666666666,0,20.833333333333332,66.125,0.25,19519.166666666668,0.5833333333333334,0.20833333333333334,0.2916666666666667
293,0,Conquest,34,-17,-43 ,Beads,Blink,"
0.91 
",1,20,"16158
",Mage,Isis,475,782.6470588235294,90.23529411764706,987.5,704.6176470588235,1220,201.64705882352942,11.147058823529411,0.14705882352941177,15099.617647058823,0.2647058823529412,0.47058823529411764,0.3235294117647059
294,0,Conquest,33,-12,-136 ,Horrific,Sunder,"
0.5 
",0,20,"15199
",Guardian,Ganesha,461,457.6060606060606,86.75757575757575,1279.4242424242425,542.8787878787879,0,185.72727272727272,63.18181818181818,0.030303030303030304,17265.939393939392,0.030303030303030304,0.36363636363636365,0.30303030303030304
295,0,Conquest,29,-14,-87 ,Aegis,Teleport,"
0.73 
",0,20,"15955
",Hunter,Skadi,550,943.1379310344828,458.82758620689657,1007.0,451.51724137931035,0,104.51724137931035,15.724137931034482,0.20689655172413793,14212.310344827587,0.2413793103448276,0.4482758620689655,0.1724137931034483
296,0,Conquest,26,-13,-24 ,Beads,Blink,"
1.43 
",0,19,"13728
",Assassin,Nemesis,528,1006.8461538461538,499.38461538461536,954.5769230769231,447.1923076923077,0,206.23076923076923,0.5384615384615384,0.038461538461538464,20307.346153846152,0.3076923076923077,0.2692307692307692,0.15384615384615385
297,0,Conquest,17,-17,-53 ,Aegis,Beads,"
1.5 
",1,15,"9888
",Mage,Thoth,582,627.7647058823529,57.05882352941177,597.7647058823529,171.1764705882353,0,29.41176470588235,20.176470588235293,0.17647058823529413,18144.470588235294,0.4117647058823529,0.35294117647058826,0.23529411764705882
298,1,Conquest,33,9,67 ,Beads,Blink,"
1.94 
",0,20,"19367
",Assassin,Susano,587,1012.3030303030303,257.93939393939394,920.7272727272727,440.3636363636364,0,143.1818181818182,91.0,0.06060606060606061,19544.030303030304,0.42424242424242425,0.2727272727272727,0.21212121212121213
299,1,Conquest,33,8,31 ,Beads,Blink,"
4 
",0,20,"20512
",Hunter,Anhur,622,1296.7575757575758,886.5454545454545,913.030303030303,335.7878787878788,0,219.5151515151515,148.78787878787878,0.12121212121212122,18447.909090909092,0.36363636363636365,0.12121212121212122,0.24242424242424243
300,0,Conquest,29,-16,-24 ,Sunder,Blink,"
1 
",0,20,"17213
",Assassin,Loki,594,648.448275862069,243.75862068965517,880.2758620689655,291.62068965517244,0,147.75862068965517,59.62068965517241,0.0,21622.655172413793,0.2413793103448276,0.27586206896551724,0.06896551724137931
301,1,Conquest,19,5,30 ,Bracer,Blink,"
9.33 
",0,17,"13089
",Assassin,Ratatoskr,689,1306.4736842105262,592.2631578947369,1115.6315789473683,473.42105263157896,0,410.2105263157895,92.0,0.2631578947368421,21430.0,1.1578947368421053,0.15789473684210525,0.631578947368421
302,1,Conquest,33,18,56 ,Aegis,Beads,"
5.83 
",1,20,"19158
",Mage,Nu Wa,581,1333.1515151515152,226.78787878787878,592.8787878787879,221.72727272727272,876,135.3939393939394,73.24242424242425,0.15151515151515152,18956.21212121212,0.3333333333333333,0.09090909090909091,0.3939393939393939
303,0,Conquest,23,-18,-32 ,Aegis,Beads,"
2 
",1,18,"11702
",Mage,Vulcan,509,675.2608695652174,186.69565217391303,481.04347826086956,212.7391304347826,0,7.826086956521739,0.0,0.30434782608695654,19563.347826086956,0.21739130434782608,0.13043478260869565,0.08695652173913043
304,1,Conquest,25,9,91 ,Sunder,Blink,"
2.5 
",0,20,"14940
",Guardian,Fafnir,598,731.48,29.76,889.4,577.4,0,199.0,58.2,0.16,18088.2,0.32,0.2,0.36
305,0,Conquest,30,-17,-19 ,Aegis,Beads,"
1.86 
",1,20,"16368
",Mage,Poseidon,546,720.7666666666667,83.96666666666667,604.1666666666666,186.66666666666666,0,6.066666666666666,0.0,0.26666666666666666,21581.5,0.3333333333333333,0.23333333333333334,0.2
306,1,Conquest,25,8,182 ,Beads,Blink,"
8.5 
",0,20,"16652
",Assassin,Kali,666,1084.28,625.76,957.32,451.88,0,510.32,136.56,0.2,22342.0,0.52,0.08,0.32
307,1,Conquest,35,11,48 ,Blink,Sunder,"
3.25 
",0,20,"18463
",Guardian,Cerberus,528,1076.3428571428572,41.57142857142857,847.4571428571429,243.17142857142858,0,285.77142857142854,42.885714285714286,0.14285714285714285,18577.8,0.3142857142857143,0.17142857142857143,0.4857142857142857
308,0,Conquest,24,-17,-48 ,Aegis,Beads,"
0.31 
",1,14,"9850
",Mage,Raijin,410,286.7916666666667,50.666666666666664,927.375,231.58333333333334,0,53.125,0.0,0.125,14214.083333333334,0.08333333333333333,0.5416666666666666,0.16666666666666666
309,0,Conquest,22,-13,-94 ,Shell,Heavenly,"
1.5 
",0,15,"10125
",Warrior,Horus,460,305.09090909090907,139.6818181818182,888.3181818181819,534.6363636363636,2946,288.27272727272725,0.0,0.22727272727272727,20330.5,0.045454545454545456,0.13636363636363635,0.3181818181818182
310,0,Conquest,26,-18,-56 ,Aegis,Beads,"
2 
",1,20,"15817
",Hunter,Apollo,608,1077.6153846153845,693.8846153846154,1036.1538461538462,369.0769230769231,0,244.57692307692307,29.423076923076923,0.07692307692307693,18959.115384615383,0.5,0.3076923076923077,0.23076923076923078
311,0,Conquest,24,-17,-116 ,Beads,Blink,"
3.5 
",1,20,"14210
",Assassin,Ravana,592,854.3333333333334,289.9166666666667,686.4583333333334,488.8333333333333,0,202.79166666666666,8.541666666666666,0.25,23085.708333333332,0.375,0.125,0.125
312,1,Conquest,29,15,12 ,Aegis,Beads,"
2.21 
",1,20,"17385
",Hunter,Medusa,599,1100.8620689655172,624.551724137931,968.0344827586207,377.41379310344826,0,280.58620689655174,172.72413793103448,0.27586206896551724,18306.03448275862,0.3448275862068966,0.2413793103448276,0.3793103448275862
313,0,Conquest,24,-19,-59 ,Aegis,Beads,"
0.43 
",1,18,"11191
",Hunter,Ah Muzen Cab,466,742.875,213.16666666666666,728.75,210.29166666666666,0,141.91666666666666,0.0,0.08333333333333333,18311.625,0.041666666666666664,0.2916666666666667,0.16666666666666666
314,1,Conquest,26,8,17 ,Bracer,Sunder,"
3.6 
",0,20,"15136
",Assassin,Fenrir,582,1054.9615384615386,420.88461538461536,870.3076923076923,379.7307692307692,0,327.15384615384613,125.1923076923077,0.038461538461538464,19155.53846153846,0.5,0.19230769230769232,0.38461538461538464
315,1,Conquest,24,8,75 ,Beads,Blink,"
20 
",1,20,"17301
",Mage,Zhong Kui,721,1017.4583333333334,199.41666666666666,789.5833333333334,456.25,0,683.625,141.29166666666666,0.20833333333333334,19044.541666666668,0.6666666666666666,0.0,0.3333333333333333
316,1,Conquest,25,9,30 ,Beads,Blink,"
6.75 
",0,20,"15215
",Mage,Discordia,609,1401.96,150.52,672.2,247.88,0,310.48,119.44,0.12,18433.0,0.4,0.08,0.28
317,1,Conquest,43,17,20 ,Aegis,Beads,"
0.93 
",1,20,"23371
",Hunter,Medusa,544,1029.5813953488373,565.3953488372093,956.8372093023256,353.3255813953488,0,259.09302325581393,149.46511627906978,0.20930232558139536,17075.906976744187,0.16279069767441862,0.32558139534883723,0.27906976744186046
318,0,Conquest,5,-17,-24 ,Unchosen,Blink,"
0 
",1,6,"3450
",Mage,Scylla,690,0.0,0.0,361.2,61.2,0,202.4,0.0,0.2,18415.4,0.0,0.0,0.0
319,0,Conquest,33,-14,-25 ,Beads,Blink,"
1.44 
",0,20,"18361
",Assassin,Loki,556,747.969696969697,281.969696969697,763.4242424242424,258.57575757575756,0,22.545454545454547,126.36363636363636,0.15151515151515152,18291.60606060606,0.30303030303030304,0.2727272727272727,0.18181818181818182
320,1,Conquest,42,9,48 ,Bracer,Blink,"
1.83 
",0,20,"22005
",Warrior,Odin,524,509.5238095238095,159.3095238095238,1091.7619047619048,383.5952380952381,0,91.16666666666667,131.92857142857142,0.16666666666666666,22069.619047619046,0.2619047619047619,0.21428571428571427,0.2619047619047619
321,1,Conquest,10,6,27 ,Unchosen,Beads,"
2 
",0,10,"6343
",Mage,Thoth,634,528.4,80.5,559.7,161.8,0,56.0,109.5,0.2,18376.6,0.5,0.3,0.2
322,0,Conquest,25,-14,-30 ,Aegis,Blink,"
1.15 
",0,20,"14124
",Mage,Ah Puch,565,1019.16,26.12,834.4,260.16,0,84.76,41.4,0.08,15011.64,0.44,0.4,0.04
323,1,Conquest,29,14,18 ,Aegis,Beads,"
2.5 
",1,20,"17277
",Assassin,Fenrir,596,554.0689655172414,234.6551724137931,841.3448275862069,487.82758620689657,0,407.55172413793105,72.6896551724138,0.27586206896551724,22897.103448275862,0.10344827586206896,0.10344827586206896,0.3103448275862069
324,1,Conquest,16,11,12 ,Aegis,Beads,"
14 
",1,16,"10893
",Mage,Isis,681,750.5625,108.25,547.4375,195.0,1705,269.6875,94.8125,0.3125,19348.375,0.625,0.0625,0.5
325,0,Conquest,16,-14,-68 ,Beads,Blink,"
2.17 
",0,14,"8553
",Assassin,Susano,535,713.625,173.0625,752.0,224.0,0,153.1875,0.0,0.125,22366.875,0.3125,0.1875,0.1875
326,0,Conquest,21,-15,-102 ,Beads,Blink,"
1.07 
",0,16,"10654
",Guardian,Artio,507,903.4285714285714,106.04761904761905,1342.3333333333333,606.5238095238095,1858,574.952380952381,0.0,0.0,20327.190476190477,0.23809523809523808,0.3333333333333333,0.23809523809523808
327,0,Conquest,33,-13,-86 ,Beads,Blink,"
3.75 
",1,20,"17879
",Warrior,Vamana,542,817.9090909090909,422.93939393939394,1017.0,1015.1515151515151,0,251.33333333333334,10.969696969696969,0.15151515151515152,23889.909090909092,0.2727272727272727,0.12121212121212122,0.36363636363636365
328,1,Conquest,22,15,19 ,Aegis,Beads,"
10.5 
",1,20,"14227
",Hunter,Apollo,647,667.2272727272727,375.22727272727275,648.7727272727273,225.72727272727272,0,281.77272727272725,179.3181818181818,0.4090909090909091,21554.772727272728,0.2727272727272727,0.045454545454545456,0.4090909090909091
329,0,Conquest,14,-14,-21 ,Unchosen,Blink,"
1.7 
",0,13,"8238
",Hunter,Ullr,588,603.0714285714286,275.57142857142856,611.4285714285714,172.92857142857142,0,45.07142857142857,0.0,0.14285714285714285,17628.714285714286,0.5,0.35714285714285715,0.21428571428571427
330,1,Conquest,33,16,32 ,Aegis,Beads,"
1.56 
",1,20,"19663
",Hunter,Chiron,596,1060.6363636363637,451.06060606060606,987.8484848484849,530.5151515151515,1012,376.42424242424244,141.0,0.18181818181818182,17404.81818181818,0.18181818181818182,0.2727272727272727,0.48484848484848486
331,1,Conquest,19,17,7 ,Beads,Blink,"
3.13 
",1,17,"10861
",Mage,Scylla,572,691.3157894736842,112.47368421052632,618.7368421052631,218.10526315789474,0,185.57894736842104,59.05263157894737,0.05263157894736842,17198.42105263158,0.3157894736842105,0.21052631578947367,0.6842105263157895
332,1,Conquest,24,11,79 ,Beads,Blink,"
1.75 
",0,20,"13552
",Mage,Chang'e,565,912.0416666666666,59.75,841.9583333333334,246.375,5256,349.6666666666667,59.458333333333336,0.125,18041.208333333332,0.375,0.3333333333333333,0.4166666666666667
333,0,Conquest,23,-14,-29 ,Beads,Blink,"
1.42 
",1,19,"11945
",Hunter,Ullr,519,790.4347826086956,330.95652173913044,718.2173913043479,321.5652173913044,0,151.04347826086956,0.0,0.08695652173913043,17562.391304347828,0.2608695652173913,0.2608695652173913,0.21739130434782608
334,1,Conquest,26,17,21 ,Beads,Blink,"
4.1 
",1,20,"18785
",Assassin,Arachne,723,1197.576923076923,680.1153846153846,1113.6538461538462,598.9230769230769,0,615.2307692307693,62.11538461538461,0.2692307692307692,21410.73076923077,0.5384615384615384,0.19230769230769232,0.5
335,1,Conquest,21,17,29 ,Beads,Blink,"
2.42 
",1,19,"13593
",Assassin,Pele,647,1058.047619047619,302.6666666666667,1035.4285714285713,400.9047619047619,0,457.0952380952381,32.38095238095238,0.09523809523809523,20647.809523809523,0.5238095238095238,0.2857142857142857,0.3333333333333333
336,1,Conquest,27,6,19 ,Heavenly,Blink,"
2 
",0,20,"14505
",Mage,Kukulkan,537,805.8518518518518,83.55555555555556,708.3703703703703,510.962962962963,0,245.1851851851852,41.44444444444444,0.14814814814814814,19468.88888888889,0.18518518518518517,0.18518518518518517,0.37037037037037035
337,1,Conquest,21,7,49 ,Thorns,Horrific,"
5 
",0,20,"14001
",Warrior,Nike,667,890.1904761904761,374.23809523809524,973.2857142857143,1104.6190476190477,0,281.3809523809524,170.42857142857142,0.14285714285714285,21940.095238095237,0.47619047619047616,0.14285714285714285,0.47619047619047616
